!!SBtab TableType='Proteomaps' Organism='eco'!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b2166	2.0	0.110799278852	700.0	0.159776894374	350	PsuK	K16328	Pyrimidine metabolism
b2164	0.0	0.0	0.0	0.0	350			
b2297	13861.0	767.894402082	9896754.0	2258.96088358	714.0	Pta	K13788	Glycolysis
b1204	1966.0	108.915691111	381404.0	87.056495174	194.0	Pth	K01056	Other enzymes
b2821	227.0	12.5757181497	218374.0	49.8444564743	962.0	PtrA	K01407	Peptidases
b1845	86.0	4.76436899063	58996.0	13.4659966578	686.0	PtrB	K01354	Peptidases
b3947	4.0	0.221598557704	3332.0	0.76053801722	833.0	PtsA	K08483	Transport
b1101	15389.0	852.545051125	7340553.0	1675.50108761	477.0	PtsG	K02778	Transport
b2415	54232.0	3004.43324535	4609720.0	1052.18106505	85.0	PtsH	K02784	Transport
b2416	15068.0	834.76176687	8664100.0	1977.60427221	575.0	PtsI	K08483	Transport
b3204	1827.0	101.215141231	297801.0	67.9738841735	163.0	PtsN	K02806	Transport
b2829	401.0	22.2152554098	299948.0	68.4639427339	748.0	PtsP	K08484	Transport
b4177	11727.0	649.671571548	5066064.0	1156.34281803	432.0	PurA	K01939	Purine metabolism
b1131	7380.0	408.849338963	3365280.0	768.134267284	456.0	PurB	K01756	Purine metabolism
b2476	2986.0	165.423323326	707682.0	161.530331663	237.0	PurC	K01923	Purine metabolism
b4005	1072.0	59.3884134646	459888.0	104.970680571	429.0	PurD	K01945	Purine metabolism
b0523	1068.0	59.1668149069	180492.0	41.1977874562	169.0	PurE	K01588	Purine metabolism
b2312	1339.0	74.1801171913	676195.0	154.343338702	505.0	PurF	K00764	Peptidases
b4006	1919.0	106.311908058	1015151.0	231.710963001	529.0	PurH	K00602	Other central metabolism enzymes
b0522	655.0	36.286763824	232525.0	53.0744605205	355.0	PurK	K01589	Purine metabolism
b2557	1132.0	62.7123918301	1465940.0	334.604772198	1295.0	PurL	K01952	Purine metabolism
b2499	1596.0	88.4178245237	558600.0	127.50196171	350.0	PurM	K01933	Purine metabolism
b2500	753.0	41.7159284877	160389.0	36.6092233025	213.0	PurN	K11175	Other central metabolism enzymes
b3714	2980.0	165.090925489	1043000.0	238.067572617	350	PurP	K06901	Transport
b1658	4198.0	232.56768631	1431518.0	326.747857544	341.0	PurR	K03604	Transcription factors
b1849	671.0	37.1731580548	263032.0	60.03776583	392.0	PurT	K08289	Other central metabolism enzymes
b1232	5277.0	292.343897251	1477560.0	337.257068645	280.0	PurU	K01433	Purine metabolism
B1014	222.0	12.2987199526	77700.0	17.7352352755	350			
b1015	1637.0	90.6892097402	572950.0	130.777388045	350			
b1297	109.0	6.03856069742	38150.0	8.70784074338	350	PuuA	K09470	Amino acid metabolism
b1301	31.0	1.7173888222	10850.0	2.4765418628	350	PuuB	K09471	Amino acid metabolism
b1300	24.0	1.32959134622	8400.0	1.91732273249	350	PuuC	K09472	Amino acid metabolism
b1298	84.0	4.65356971178	29400.0	6.71062956371	350	PuuD	K09473	Peptidases
b1302	14.0	0.775594951963	4900.0	1.11843826062	350	PuuE	K00823	Butanoate metabolism
b1296	13.0	0.720195312537	4550.0	1.03854981343	350			
b1299	246.0	13.6283112988	86100.0	19.652558008	350	PuuR	K14056	Transcription factors
b1854	2749.0	152.293608782	1319520.0	301.184010949	480.0	PykA	K00873	Glycolysis
b1676	12968.0	718.422524075	6094960.0	1391.19111448	470.0	PykF	K00873	Glycolysis
b4245	1359.0	75.2881099798	422649.0	96.4707780433	311.0	PyrB	K00609	Pyrimidine metabolism
b1062	4309.0	238.717046286	1499532.0	342.272237106	348.0	PyrC	K01465	Pyrimidine metabolism
b0945	1798.0	99.6085516878	604128.0	137.893850921	336.0	PyrD	K00226	Pyrimidine metabolism
b3642	823.0	45.5939032475	175299.0	40.0124711527	213.0	PyrE	K00762	Pyrimidine metabolism
b1281	3128.0	173.290072124	766360.0	174.923743961	245.0	PyrF	K01591	Pyrimidine metabolism
b2780	14494.0	802.962373839	7899230.0	1803.02062478	545.0	PyrG	K01937	Pyrimidine metabolism
b0171	8703.0	482.143061924	2097423.0	478.742475898	241.0	PyrH	K09903	Pyrimidine metabolism
b4244	1082.0	59.9424098588	165546.0	37.7863225086	153.0	PyrI	K00610	Pyrimidine metabolism
b4246	1097.0	60.7734044502	383950.0	87.6376265641	350			
b0489	178.0	9.86113581781	62300.0	14.2201435993	350			
b4051	217.0	12.0217217554	75950.0	17.3357930396	350	QorA	K00344	Other enzymes
b4211	201.0	11.1353275246	70350.0	16.0575778846	350			
b3025	138.0	7.64515024078	30222.0	6.89825328825	219.0	QseB	K07666	Two-component system
b3026	94.0	5.20756610604	42206.0	9.63363371993	449.0	QseC	K07645	Two-component system
b4327	58.0	3.2131790867	20300.0	4.63352993685	350			
b0405	1361.0	75.3989092587	484516.0	110.592088221	356.0	QueA	K07568	Other enzymes
b0444	1975.0	109.414287866	691250.0	157.779683194	350	QueC	K06920	Cofactor biosynthesis
b2765	2724.0	150.908617796	953400.0	217.616130137	350	QueD	K01737	Cofactor biosynthesis
b2794	1522.0	84.3182512062	429204.0	97.9669745327	282.0	QueF	K06879	Other enzymes
b0551	6.0	0.332397836555	2100.0	0.479330683122	350			
b1559	19.0	1.05259314909	6650.0	1.51788049655	350			
b1351	9.0	0.498596754833	3150.0	0.718996024683	350			
b1356	267.0	14.7917037267	93450.0	21.3302153989	350			
b4389	428.0	23.7110456743	196880.0	44.9383928062	460.0	RadA	K04485	DNA repair and recombination proteins
b2597	3606.0	199.77109977	1262100.0	288.077740556	350			
b1348	28.0	1.55118990393	9800.0	2.23687652124	350			
b0059	5109.0	283.036757827	1788150.0	408.150076678	350			
b0892	309.0	17.1184885826	108150.0	24.6855301808	350			
b3819	331.0	18.33728065	115850.0	26.4430760189	350			
b3746	140.0	7.75594951963	49000.0	11.1843826062	350			
b3486	180.0	9.97193509666	63000.0	14.3799204937	350			
b3167	6180.0	342.369771652	2163000.0	493.710603616	350			
b2268	468.0	25.9270312513	142740.0	32.5807912899	305.0	Rbn	K00784	RNA transport
b3749	263.0	14.570105169	131763.0	30.0752613334	501.0	RbsA	K10441	Transport
b3751	1714.0	94.954981976	507344.0	115.802640999	296.0	RbsB	K10439	Bacterial chemotaxis
b3750	324.0	17.949483174	104004.0	23.7391944607	321.0	RbsC	K10440	Transport
b3748	585.0	32.4087890642	81315.0	18.5603688086	139.0	RbsD	K06726	Transport
b3752	816.0	45.2061057715	252144.0	57.5525503643	309.0	RbsK	K00852	Pentose phosphate metabolism
b3753	93.0	5.15216646661	30411.0	6.94139304973	327.0	RbsR	K02529	Transcription factors
b2106	48.0	2.65918269244	16800.0	3.83464546498	350			
b2105	287.0	15.8996965152	100450.0	22.9279843427	350			
b1951	14.0	0.775594951963	2898.0	0.661476342708	207.0	RcsA	K07781	Transcription factors
b2217	5968.0	330.625048094	1289088.0	294.237824593	216.0	RcsB	K07687	Two-component system
b2218	102.0	5.65076322144	95166.0	21.7218970429	933.0	RcsC	K07677	Two-component system
b2216	287.0	15.8996965152	255430.0	58.3025887571	890.0	RcsD	K07676	Two-component system
b0196	3116.0	172.625276451	417544.0	95.3055479779	134.0	RcsF	K06080	Two-component system
b2954	1397.0	77.393296278	275209.0	62.817199034	197.0	RdgB	K01516	Purine metabolism
b0393	2964.0	164.204531258	898092.0	204.99192946	303.0	RdgC	K03554	DNA repair and recombination proteins
b3859	407.0	22.5476532463	142450.0	32.5145980051	350			
b2699	10377.0	574.882058323	3663081.0	836.108151458	353.0	RecA	K03553	Homologous recombination
b2820	93.0	5.15216646661	109740.0	25.0484519837	1180.0	RecB	K03582	Homologous recombination
b2822	118.0	6.53715745226	132396.0	30.2197452965	1122.0	RecC	K03583	Homologous recombination
b2819	113.0	6.26015925513	68704.0	15.6818739301	608.0	RecD	K03581	Homologous recombination
b1350	15.0	0.830994591389	5250.0	1.19832670781	350			
b3700	149.0	8.25454627446	53193.0	12.1414462035	357.0	RecF	K03629	Homologous recombination
b3652	112.0	6.2047596157	77616.0	17.7160620482	693.0	RecG	K03655	Homologous recombination
b2892	504.0	27.9214182707	176400.0	40.2637773823	350	RecJ	K07462	Base excision repair
b2616	407.0	22.5476532463	225071.0	51.3730648481	553.0	RecN	K03631	DNA repair and recombination proteins
b2565	85.0	4.7089693512	20570.0	4.69515816753	242.0	RecO	K03584	Homologous recombination
b3822	155.0	8.58694411102	94395.0	21.5459142063	609.0	RecQ	K03654	RNA degradation
b0472	1342.0	74.3463161096	269742.0	61.5693414889	201.0	RecR	K06187	Homologous recombination
b1349	28.0	1.55118990393	9800.0	2.23687652124	350	RecT	K07455	DNA repair and recombination proteins
b2698	71.0	3.93337439924	24850.0	5.67207975028	350			
b2784	356.0	19.7222716356	264864.0	60.4559247878	744.0	RelA	K00951	Purine metabolism
b1564	2831.0	156.836379215	990850.0	226.164193986	350			
b1563	377.0	20.8856640636	131950.0	30.1179445895	350			
b1561	4.0	0.221598557704	1400.0	0.319553788748	350			
b3778	453.0	25.0960366599	304869.0	69.5871743013	673.0	Rep	K03656	DNA repair and recombination proteins
b3628	261.0	14.4593058902	91350.0	20.8508847158	350	RfaB	K02840	Glycan metabolism
b3621	403.0	22.3260546886	131378.0	29.9873840415	326.0	RfaC	K02841	Glycan metabolism
b3619	8651.0	479.262280674	2681810.0	612.130390145	310.0	RfaD	K03274	Glycan metabolism
b3052	2803.0	155.285189311	1337031.0	305.180944088	477.0	RfaE	K03272	Glycan metabolism
b3620	772.0	42.7685216368	268656.0	61.3214590499	348.0	RfaF	K02843	Glycan metabolism
b3631	374.0	20.7194651453	139876.0	31.9270755392	374.0	RfaG	K02844	Glycan metabolism
b3842	596.0	33.0181850978	96552.0	22.0382552937	162.0	RfaH	K05785	Transcription factors
b3627	236.0	13.0743149045	82600.0	18.8536735361	350	RfaI	K03275	Glycan metabolism
b3626	461.0	25.5392337753	161350.0	36.8285741532	350	RfaJ	K03279	Glycan metabolism
b3622	451.0	24.9852373811	157850.0	36.0296896813	350	RfaL	K02847	Glycan metabolism
b3630	272.0	15.0687019238	72080.0	16.4524550664	265.0	RfaP	K02848	Glycan metabolism
b3632	454.0	25.1514362994	159808.0	36.4766084802	352.0	RfaQ	K02849	Glycan metabolism
b3629	219.0	12.1325210343	76650.0	17.495569934	350	RfaS	K12986	Glycan metabolism
b3625	427.0	23.6556460349	98210.0	22.4166982807	230.0	RfaY	K02850	Glycan metabolism
b3624	279.0	15.4564993998	97650.0	22.2888767652	350	RfaZ	K12981	Glycan metabolism
b2039	3760.0	208.302644241	1101680.0	251.46144142	293.0	RfbA	K00973	Cofactor biosynthesis
b2041	5290.0	293.064092563	1909690.0	435.891910596	361.0	RfbB	K01710	Cofactor biosynthesis
b2038	1965.0	108.860291472	687750.0	156.980798722	350	RfbC	K01790	Cofactor biosynthesis
b2040	2876.0	159.329362989	865676.0	197.592889734	301.0	RfbD	K00067	Cofactor biosynthesis
b2037	614.0	34.0153786075	214900.0	49.0515065728	350			
b2035	377.0	20.8856640636	148915.0	33.990251751	395.0	Rfc	K13008	Glycan metabolism
b3784	1448.0	80.2186778887	531416.0	121.297140144	367.0	Rfe	K02851	Glycan metabolism
b3791	969.0	53.6822506037	364344.0	83.1625040054	376.0	RffA	K02805	Amino acid metabolism
b3790	143.0	7.9221484379	50050.0	11.4240479477	350			
b3787	1074.0	59.4992127434	451080.0	102.960230735	420.0	RffD	K02472	Other central metabolism enzymes
b3786	1326.0	73.4599218788	498576.0	113.801321271	376.0	RffE	K01791	Other central metabolism enzymes
b3788	868.0	48.0868870217	308140.0	70.3337889034	355.0	RffG	K01710	Cofactor biosynthesis
b3789	528.0	29.2510096169	154704.0	35.3116066675	293.0	RffH	K00973	Cofactor biosynthesis
b3794	590.0	32.6857872613	145140.0	33.1285977849	246.0	RffM	K02852	Glycan metabolism
b4481	324.0	17.949483174	116316.0	26.54944178	359.0	RffT	K12582	Glycan metabolism
b3903	4.0	0.221598557704	1676.0	0.382551535673	419.0	RhaA	K01813	Carbohydrate metabolism
b3904	0.0	0.0	0.0	0.0	489.0	RhaB	K00848	Carbohydrate metabolism
B3902	29.0	1.60658954335	10150.0	2.31676496842	350			
b3901	9.0	0.498596754833	936.0	0.213644533049	104.0	RhaM	K03534	Other enzymes
b3906	2.0	0.110799278852	564.0	0.128734526324	282.0	RhaR	K02854	Transcription factors
b3905	4.0	0.221598557704	1112.0	0.253817009348	278.0	RhaS	K02855	Transcription factors
b3907	1.0	0.0553996394259	350.0	0.079888447187	350			
b3780	3459.0	191.627352774	1456239.0	332.390492695	421.0	RhlB	K03732	RNA degradation
b0797	815.0	45.1507061321	369195.0	84.2697578835	453.0	RhlE	K11927	RNA degradation
b2245	78.0	4.32117187522	27300.0	6.23129888059	350	RhmA	K12660	Carbohydrate metabolism
b2247	1.0	0.0553996394259	350.0	0.079888447187	350	RhmD	K12661	Carbohydrate metabolism
b2248	0.0	0.0	0.0	0.0	350			
b2246	0.0	0.0	0.0	0.0	350			
b3783	17921.0	992.816938152	7508899.0	1713.9265177	419.0	Rho	K03628	RNA degradation
b3593	0.0	0.0	0.0	0.0	350			
b3482	1.0	0.0553996394259	350.0	0.079888447187	350			
b0700	0.0	0.0	0.0	0.0	350			
b0497	2.0	0.110799278852	700.0	0.159776894374	350			
b0813	132.0	7.31275240422	46200.0	10.5452750287	350			
b3824	84.0	4.65356971178	29400.0	6.71062956371	350			
b3823	225.0	12.4649188708	78750.0	17.9749006171	350			
b1277	2328.0	128.970360584	456288.0	104.148970829	196.0	RibA	K01497	Cofactor biosynthesis
b3041	3124.0	173.068473567	677908.0	154.734335588	217.0	RibB	K02858	Cofactor biosynthesis
b1662	2279.0	126.255778252	485427.0	110.800026436	213.0	RibC	K00793	Cofactor biosynthesis
b0414	617.0	34.1815775258	226439.0	51.6853145502	367.0	RibD	K11752	Cofactor biosynthesis
b0415	10923.0	605.130261449	1703988.0	388.939872415	156.0	RibE	K00794	Cofactor biosynthesis
b0025	720.0	39.8877403867	225360.0	51.4390298802	313.0	RibF	K11753	Cofactor biosynthesis
b0651	516.0	28.5862139438	160476.0	36.6290812879	311.0	RihA	K01250	Other enzymes
b2162	0.0	0.0	0.0	0.0	313.0	RihB	K10213	Purine metabolism
b0030	612.0	33.9045793287	186048.0	42.4659594921	304.0	RihC	K12700	Other enzymes
b4373	625.0	34.6247746412	92500.0	21.113375328	148.0	RimI	K03789	Ribosome biogenesis
b1066	362.0	20.0546694722	70228.0	16.0297310544	194.0	RimJ	K03790	Ribosome biogenesis
b0852	101.0	5.59536358202	35350.0	8.06873316589	350			
b1427	174.0	9.63953726011	31146.0	7.10915878882	179.0	RimL	K03817	Ribosome biogenesis
b2608	6216.0	344.364158671	2175600.0	496.586587714	350			
b3282	2394.0	132.626736786	837900.0	191.252942566	350			
b0835	4329.0	239.825039075	1515150.0	345.837087873	350			
b3170	6151.0	340.763182109	2152850.0	491.393838647	350			
b1822	1014.0	56.1752343779	354900.0	81.0068854476	350	RlmA	K00563	Ribosome biogenesis
b4180	2258.0	125.092385824	548694.0	125.240890402	243.0	RlmB	K03218	Ribosome biogenesis
b3179	1629.0	90.2460126248	340461.0	77.7111446221	209.0	RlmE	K02427	Ribosome biogenesis
b0807	928.0	51.4108653872	324800.0	74.1364789895	350	RlmF	K06970	Ribosome biogenesis
b3084	1106.0	61.2720012051	418068.0	95.4251523959	378.0	RlmG	K11391	Ribosome biogenesis
b0636	1099.0	60.8842037291	384650.0	87.7974034585	350			
b0967	3062.0	169.633695922	1212552.0	276.768275467	396.0	RlmI	K06969	Ribosome biogenesis
b0948	1759.0	97.4479657502	1234818.0	281.850550224	702.0	RlmL	K12297	Ribosome biogenesis
b2806	2057.0	113.957058299	719950.0	164.330535864	350			
b2517	3887.0	215.338398448	1360450.0	310.526394216	350	RlmN	K06941	Ribosome biogenesis
b0633	1308.0	72.4627283691	457800.0	104.494088921	350			
b0058	585.0	32.4087890642	128115.0	29.242595461	219.0	RluA	K06177	Ribosome biogenesis
b1269	6949.0	384.972094371	2022159.0	461.563264215	291.0	RluB	K06178	Ribosome biogenesis
b1086	2439.0	135.11972056	778041.0	177.589963822	319.0	RluC	K06179	Ribosome biogenesis
b2594	2383.0	132.017340752	776858.0	177.319940871	326.0	RluD	K06180	Ribosome biogenesis
b1135	364.0	20.165468751	78988.0	18.0292247612	217.0	RluE	K06181	Ribosome biogenesis
b4022	519.0	28.752412862	150510.0	34.3543148175	290.0	RluF	K06182	Ribosome biogenesis
b0953	256.0	14.182307693	89600.0	20.4514424799	350	Rmf		Translation factors
b3832	62.0	3.43477764441	21700.0	4.95308372559	350			
b0611	1489.0	82.4900631052	399052.0	91.0846989339	268.0	Rna	K01169	Other enzymes
b1286	4732.0	262.151093763	3047408.0	695.579123044	644.0	Rnb	K01147	Other enzymes
b2567	3393.0	187.970976572	766818.0	175.0282837	226.0	Rnc	K03685	Ribosome biogenesis
b1804	785.0	43.4887169493	291235.0	66.4751769043	371.0	Rnd	K03684	Other enzymes
b1084	2729.0	151.185615993	2895469.0	660.898635109	1061.0	Rne	K08300	RNA degradation
b3247	440.0	24.3758413474	154000.0	35.1509167623	350			
b0214	804.0	44.5413100984	124620.0	28.4448522527	155.0	RnhA	K03469	DNA replication complex
b0183	604.0	33.4613822132	119592.0	27.2971976457	198.0	RnhB	K03470	DNA replication complex
b0610	3754.0	207.970246405	510544.0	116.533049659	136.0	Rnk	K06140	Transcription factors
b2630	565.0	31.3007962756	197750.0	45.1369726607	350			
b3704	1940.0	107.475300486	230860.0	52.6944197646	119.0	RnpA	K03536	Other enzymes
b4179	1121.0	62.1029957964	911373.0	208.023353652	813.0	Rnr	K12573	RNA degradation
b1652	1089.0	60.3302073348	381150.0	86.9985189867	350			
b4396	1593.0	88.2516256055	460377.0	105.082296145	289.0	Rob	K05804	Chromosome-related
b2516	1309.0	72.5181280085	458150.0	104.573977368	350	RodZ		Cytoskeleton proteins
b0189	1158.0	64.1527824552	405300.0	92.5108218426	350			
b3386	2199.0	121.823807098	494775.0	112.933732734	225.0	Rpe	K01783	Pentose phosphate metabolism
b3643	5342.0	295.944873813	1271396.0	290.199577714	238.0	Rph	K00989	Other enzymes
b2914	8526.0	472.337325745	1867194.0	426.192083591	219.0	RpiA	K01807	Pentose phosphate metabolism
b4090	84.0	4.65356971178	12516.0	2.85681087141	149.0	RpiB	K01808	Pentose phosphate metabolism
b4089	328.0	18.1710817317	114800.0	26.2034106773	350			
b3984	143769.0	7964.75076062	33641946.0	7678.86521797	234.0	RplA	K02863	Ribosome
b3317	126480.0	7006.94639459	34529040.0	7881.34682417	273.0	RplB	K02886	Ribosome
b3320	118352.0	6556.65812533	24735568.0	5645.9603366	209.0	RplC	K02906	Ribosome
b3319	131359.0	7277.24123535	26403159.0	6026.59249526	201.0	RplD	K02926	Ribosome
b3308	111791.0	6193.18109106	20010589.0	4567.47109288	179.0	RplE	K02931	Ribosome
b3305	117546.0	6512.00601596	20805642.0	4748.94409174	177.0	RplF	K02933	Ribosome
b4203	139354.0	7720.16135256	20763746.0	4739.38121636	149.0	RplI	K02939	Ribosome
b3985	138126.0	7652.13059534	22790790.0	5202.05949504	165.0	RplJ	K02864	Ribosome
b3983	153601.0	8509.44001546	21811342.0	4978.49783841	142.0	RplK	K02867	Ribosome
b3986	472965.0	26202.0904611	57228765.0	13062.6204865	121.0	RplL	K02935	Ribosome
b3231	119510.0	6620.81090779	16970420.0	3873.54429118	142.0	RplM	K02871	Ribosome
b3310	118153.0	6545.63359709	14532819.0	3317.15526617	123.0	RplN	K02874	Ribosome
b3301	117266.0	6496.49411692	16886304.0	3854.34458654	144.0	RplO	K02876	Ribosome
b3313	131270.0	7272.31066744	17852720.0	4074.9316539	136.0	RplP	K02878	Ribosome
b3294	154167.0	8540.79621137	19579209.0	4469.00744046	127.0	RplQ	K02879	Ribosome
b3304	109512.0	6066.92531281	12812904.0	2924.5800129	117.0	RplR	K02881	Ribosome
b2606	155640.0	8622.39988025	17898600.0	4085.40388806	115.0	RplS	K02884	Ribosome
b1716	114460.0	6341.04272869	13506280.0	3082.84496135	118.0	RplT	K02887	Ribosome
b3186	147570.0	8175.32479008	15199710.0	3469.37494169	103.0	RplU	K02888	Ribosome
b3315	133394.0	7389.97950158	14673340.0	3349.22956471	110.0	RplV	K02890	Ribosome
b3318	103687.0	5744.22241315	10368700.0	2366.68383528	100.0	RplW	K02892	Ribosome
b3309	79197.0	4387.48524361	8236488.0	1880.00067598	104.0	RplX	K02895	Ribosome
b2185	137338.0	7608.47567948	12909772.0	2946.69039605	94.0	RplY	K02897	Ribosome
b3185	139118.0	7707.08703765	11825030.0	2699.09509897	85.0	RpmA	K02899	Ribosome
b3637	177562.0	9836.87077574	13849836.0	3161.2625481	78.0	RpmB	K02902	Ribosome
b3312	122129.0	6765.90256345	7694127.0	1756.20530997	63.0	RpmC	K02904	Ribosome
b3302	110113.0	6100.2204961	6496667.0	1482.88182435	59.0	RpmD	K02907	Ribosome
b3936	181267.0	10042.1264398	12688690.0	2896.22783125	70.0	RpmE	K02909	Ribosome
b1089	196317.0	10875.8910132	11190069.0	2554.16353236	57.0	RpmF	K02911	Ribosome
b3636	153443.0	8500.68687243	8439365.0	1926.30790027	55.0	RpmG	K02913	Ribosome
b3703	195605.0	10836.4464699	8997830.0	2053.77904786	46.0	RpmH	K02914	Ribosome
b1717	161842.0	8965.98844397	10519730.0	2401.1568415	65.0	RpmI	K02916	Ribosome
b3299	118492.0	6564.41407485	4502696.0	1027.75254741	38.0	RpmJ	K02919	Ribosome
b3295	47625.0	2638.40782766	15668625.0	3576.40605944	329.0	RpoA	K03040	RNA polymerase
b3987	16156.0	895.036574565	21681352.0	4948.82726913	1342.0	RpoB	K03043	RNA polymerase
b3988	17553.0	972.429870843	24697071.0	5637.17329216	1407.0	RpoC	K03046	RNA polymerase
b3067	11809.0	654.214341981	7238917.0	1652.30239556	613.0	RpoD	K03086	RNA polymerase
b2573	532.0	29.4726081746	101612.0	23.1932139873	191.0	RpoE	K03088	RNA polymerase
b3461	3424.0	189.688365394	972416.0	221.956583599	284.0	RpoH	K03089	RNA polymerase
b3202	459.0	25.4284344965	218943.0	49.9743322642	477.0	RpoN	K03092	RNA polymerase
b2741	2254.0	124.870787266	824964.0	188.300265558	366.0	RpoS	K03087	RNA polymerase
b3649	29488.0	1633.62456739	2683408.0	612.495137969	91.0	RpoZ	K03060	RNA polymerase
b2830	626.0	34.6801742806	110176.0	25.1479701636	176.0	RppH	K08311	RNA degradation
b0911	126181.0	6990.3819024	70282817.0	16042.243183	557.0	RpsA	K02945	Ribosome
b0169	143643.0	7957.77040606	34617963.0	7901.64373956	241.0	RpsB	K02967	Ribosome
b3314	114735.0	6356.27762953	26733255.0	6101.93780058	233.0	RpsC	K02982	Ribosome
b3296	158063.0	8756.63320658	32560978.0	7432.1313466	206.0	RpsD	K02986	Ribosome
b3303	114899.0	6365.3631704	19188133.0	4379.74328511	167.0	RpsE	K02988	Ribosome
b4200	170065.0	9421.53967897	22278515.0	5085.13133995	131.0	RpsF	K02990	Ribosome
b3341	151573.0	8397.0895467	23645388.0	5397.1238013	156.0	RpsG	K02992	Ribosome
b3306	110023.0	6095.23452856	14302990.0	3264.69617495	130.0	RpsH	K02994	Ribosome
b3230	175324.0	9712.88638271	22792120.0	5202.36307114	130.0	RpsI	K02996	Ribosome
b3321	159240.0	8821.83858218	16401720.0	3743.73697713	103.0	RpsJ	K02946	Ribosome
b3297	136478.0	7560.83198957	17605662.0	4018.5399968	129.0	RpsK	K02948	Ribosome
b3342	138745.0	7686.42297215	17204380.0	3926.94629433	124.0	RpsL	K02950	Ribosome
b3298	118618.0	6571.39442942	13996924.0	3194.83578216	118.0	RpsM	K02952	Ribosome
b3307	135510.0	7507.2051386	13686510.0	3123.9829466	101.0	RpsN	K02954	Ribosome
b3165	155015.0	8587.77510561	13796335.0	3149.05080006	89.0	RpsO	K02956	Ribosome
b2609	162221.0	8986.98490731	13302122.0	3036.24534535	82.0	RpsP	K02959	Ribosome
b3311	118366.0	6557.43372029	9942744.0	2269.45822554	84.0	RpsQ	K02961	Ribosome
b4202	153647.0	8511.98839887	11523525.0	2630.27576677	75.0	RpsR	K02963	Ribosome
b3316	120180.0	6657.92866621	11056560.0	2523.6897418	92.0	RpsS	K02965	Ribosome
b0023	169651.0	9398.60422824	14759637.0	3368.9270885	87.0	RpsT	K02968	Ribosome
b3065	197851.0	10960.8740601	14047421.0	3206.36185906	71.0	RpsU	K02970	Ribosome
b3929	3341.0	185.090195322	1169350.0	266.907302052	350			
b4255	10698.0	592.665342578	3744300.0	854.646608007	350	RraB		RNA degradation
b3995	314.0	17.3954867797	109900.0	25.0849724167	350			
b2572	1136.0	62.9339903878	397600.0	90.7532760044	350			
b2571	493.0	27.312022237	172550.0	39.3850044632	350			
b2570	244.0	13.5175120199	85400.0	19.4927811136	350			
b0176	392.0	21.716658655	176400.0	40.2637773823	450.0	RseP	K11749	Peptidases
b4161	1289.0	71.41013522	451150.0	102.976208424	350.0	RsgA	K06949	Ribosome biogenesis
b0051	3312.0	183.483605779	1159200.0	264.590537083	350	RsmA	K02528	Ribosome biogenesis
b3289	1406.0	77.8918930328	603174.0	137.676097839	429.0	RsmB	K03500	Ribosome biogenesis
b4371	2214.0	122.654801689	759402.0	173.335561631	343.0	RsmC	K00564	Ribosome biogenesis
b3465	745.0	41.2727313723	147510.0	33.6695566987	198.0	RsmD	K08316	Ribosome biogenesis
b2946	1010.0	55.9536358202	245430.0	56.0200616946	243.0	RsmE	K09761	Ribosome biogenesis
b1835	447.0	24.7636388234	215007.0	49.0759296124	481.0	RsmF	K11392	Ribosome biogenesis
b3740	2210.0	122.433203131	457470.0	104.418765528	207.0	RsmG	K03501	Ribosome biogenesis
b0082	976.0	54.0700480797	341600.0	77.9711244545	350	RsmH	K03438	Other enzymes
b3146	953.0	52.7958563729	333550.0	76.1336901692	350			
b1581	13.0	0.720195312537	4550.0	1.03854981343	350			
b1580	20.0	1.10799278852	6780.0	1.54755334837	339.0	RspB	K08322	Other enzymes
b1234	256.0	14.182307693	89600.0	20.4514424799	350			
b1235	170.0	9.4179387024	57290.0	13.076597541	337.0			
b1608	389.0	21.5504597367	92971.0	21.2208823526	239.0	RstA	K07661	Two-component system
b1609	101.0	5.59536358202	43733.0	9.98217560237	433.0	RstB	K07639	Two-component system
b2183	2485.0	137.668103973	574035.0	131.025042231	231.0	RsuA	K06183	Ribosome biogenesis
b1627	444.0	24.5974399051	155400.0	35.470470551	350			
b1628	466.0	25.8162319725	163100.0	37.2280163891	350			
b1629	469.0	25.9824308908	164150.0	37.4676817307	350			
b1630	357.0	19.777671275	124950.0	28.5201756458	350			
b1632	393.0	21.7720582944	137550.0	31.3961597445	350			
b1631	392.0	21.716658655	137200.0	31.3162712973	350			
b4475	32.0	1.77278846163	10816.0	2.46878127078	338.0	RtcA	K01974	Other enzymes
b3421	67.0	3.71177584154	23450.0	5.35252596153	350			
b3422	8.0	0.443197115407	2800.0	0.639107577496	350			
b2176	41.0	2.27138521646	14350.0	3.27542633467	350			
b2785	503.0	27.8660186312	217799.0	49.7132111682	433.0	RumA	K03215	Ribosome biogenesis
b0859	259.0	14.3485066113	97125.0	22.1690440944	375.0	RumB	K03212	Ribosome biogenesis
b0550	0.0	0.0	0.0	0.0	120.0	RusA	K01160	DNA repair and recombination proteins
b1012	0.0	0.0	0.0	0.0	382.0	RutA	K09018	Other enzymes
b1011	0.0	0.0	0.0	0.0	350	RutB	K09020	Pyrimidine metabolism
