!!SBtab TableType='Proteomaps' Organism='eco'!ProteinIdentifier	!Abundance[original])	!Abundance[ppm]	!SizeWeightedAbundance[original]	!SizeWeightedAbundance[ppm]	!ProteinSize	!ProteinName	!Identifiers:kegg.orthology	!Pathway
b1130	2285.0	218.606650005	509555.0	178.398764684	223.0	PhoP	K07660	Two-component system
b1129	69.0	6.601251138	33534.0	11.7404876312	486.0	PhoQ	K07637	Two-component system
b0400	31.0	2.96577949678	13361.0	4.67777942508	431.0	PhoR	K07636	Two-component system
b3724	1426.0	136.425856852	499100.0	174.738396157	350			
b3379	0.0	0.0	0.0	0.0	350			
b0708	5.0	0.478351531739	2360.0	0.826252484334	472.0	Phr	K01669	DNA repair and recombination proteins
b1158	0.0	0.0	0.0	0.0	350			
b1374	24.0	2.29608735235	8400.0	2.94089867305	350			
b3493	712.0	68.1172581196	249200.0	87.2466606339	350			
b2987	0.0	0.0	0.0	0.0	350			
b3821	485.0	46.4000985787	140165.0	49.0727455367	289.0	PldA	K01058	Lipid and steroid metabolism
b3825	78.0	7.46228389513	26520.0	9.28483723921	340.0	PldB	K01048	Lipid and steroid metabolism
b1178	3426.0	327.766469548	1199100.0	419.813285578	350			
b4041	739.0	70.700356391	611153.0	213.968934135	827.0	PlsB	K00631	Lipid and steroid metabolism
b3018	368.0	35.206672736	90160.0	31.5656457574	245.0	PlsC	K00655	Lipid and steroid metabolism
b1090	217.0	20.7604564775	77252.0	27.0464647965	356.0	PlsX	K03621	Lipid and steroid metabolism
b3059	134.0	12.8198210506	27470.0	9.61743887485	205.0	PlsY	K08591	Lipid and steroid metabolism
b4235	1353.0	129.441924489	608850.0	213.162637749	450.0	PmbA	K03592	Peptidases
b2259	594.0	56.8281619706	207900.0	72.787242158	350			
b1768	648.0	61.9943585134	141912.0	49.6843824393	219.0	PncA	K08281	Cofactor biosynthesis
b0931	1310.0	125.328101316	524000.0	183.456060081	400.0	PncB	K00763	Cofactor biosynthesis
b3164	7930.0	758.665529338	5638230.0	1973.9837054	711.0	Pnp	K00962	RNA degradation
b1603	2023.0	193.541029742	1031730.0	361.215879518	510.0	PntA	K00324	Cofactor biosynthesis
b1602	473.0	45.2520549025	218526.0	76.5074789795	462.0	PntB	K00325	Cofactor biosynthesis
b0751	1123.0	107.437754029	393050.0	137.60955041	350			
b3863	1514.0	144.844843811	529900.0	185.521691292	350	PolA	K02335	DNA replication
b0060	9.0	0.86103275713	7047.0	2.4672039225	783.0	PolB	K02336	DNA repair and recombination proteins
b1126	1662.0	159.00404915	628236.0	219.949811758	378.0	PotA	K11072	Transport
b1125	509.0	48.696185931	139975.0	49.0062252096	275.0	PotB	K11071	Transport
b1124	492.0	47.0697907231	129888.0	45.474696053	264.0	PotC	K11070	Transport
b1123	4414.0	422.288732219	1536072.0	537.78953649	348.0	PotD	K11069	Transport
b0692	0.0	0.0	0.0	0.0	350			
b0854	95.0	9.08867910304	35150.0	12.3062605188	370.0	PotF	K11073	Transport
b0855	21.0	2.0090764333	7917.0	2.77179699935	377.0	PotG	K11076	Transport
b0856	4.0	0.382681225391	1256.0	0.439734373018	314.0	PotH	K11075	Transport
b0857	0.0	0.0	0.0	0.0	281.0	PotI	K11074	Transport
b0871	24.0	2.29608735235	13728.0	4.80626868853	572.0	PoxB	K00156	Glycolysis
b4226	33274.0	3183.33377342	5856224.0	2050.30492746	176.0	Ppa	K01507	Oxidative phosphorylation
b3956	2495.0	238.697414338	2203085.0	771.3154468	883.0	Ppc	K01595	TCA cycle and anaplerotic enzymes
b2826	1.0	0.0956703063478	167.0	0.0584678664762	167.0	PpdA	K02679	Secretion system
b2825	0.0	0.0	0.0	0.0	187.0	PpdB	K02680	Secretion system
b2823	0.0	0.0	0.0	0.0	107.0	PpdC	K02681	Secretion system
b0108	0.0	0.0	0.0	0.0	146.0	PpdD	K02682	Secretion system
b1838	8.0	0.765362450782	1744.0	0.610586581643	218.0	PphA	K07313	Other enzymes
b2734	4.0	0.382681225391	872.0	0.305293290822	218.0	PphB	K07314	Other enzymes
b3363	1356.0	129.728935408	257640.0	90.2015635863	190.0	PpiA	K03767	Chaperones and folding catalysts
b0525	15279.0	1461.74661069	2505756.0	877.282678023	164.0	PpiB	K03768	Chaperones and folding catalysts
b3775	4213.0	403.059000643	391809.0	137.175067642	93.0	PpiC	K03769	Chaperones and folding catalysts
b0441	1644.0	157.281983636	1024212.0	358.583775205	623.0	PpiD	K03770	Chaperones and folding catalysts
b2501	224.0	21.4301486219	154112.0	53.9556876549	688.0	Ppk	K00937	RNA degradation
b2972	50.0	4.78351531739	13450.0	4.70893894673	269.0	PppA	K02654	Peptidases
b1702	1512.0	144.653503198	529200.0	185.276616402	350	PpsA	K01007	Glycolysis
b1703	410.0	39.2248256026	143500.0	50.2403523313	350			
b1461	220.0	21.0474673965	77000.0	26.9582378363	350	PptA	K01821	Other enzymes
B2502	218.0	20.8561267838	76300.0	26.7131629469	350			
b0950	83.0	7.94063542687	29050.0	10.170607911	350			
b0951	147.0	14.0635350331	51450.0	18.0130043724	350			
b1494	24.0	2.29608735235	8400.0	2.94089867305	350	PqqL	K07263	Peptidases
b1830	1003.0	95.9573172668	684046.0	239.489282584	682.0	Prc	K03797	Peptidases
b1211	440.0	42.094934793	158400.0	55.4569464061	360.0	PrfA	K02835	Translation factors
b2891	5473.0	523.603586642	1603589.0	561.427709788	293.0	PrfB	K02836	Translation factors
b4375	3451.0	330.158227206	2885036.0	1010.07125525	836.0	PrfC	K02837	Translation factors
b3935	76.0	7.27094328243	55632.0	19.4771517832	732.0	PriA	K04066	Homologous recombination
b4201	488.0	46.6871094977	50752.0	17.768629697	104.0	PriB	K02686	Homologous recombination
b0467	110.0	10.5237336983	19250.0	6.73955945908	175.0	PriC	K04067	Homologous recombination
b3355	169.0	16.1682817728	48841.0	17.0995752489	289.0	PrkB	K00855	Pentose phosphate metabolism
b3498	2334.0	223.294495016	1587120.0	555.661797854	680.0	PrlC	K01414	Peptidases
b3259	1716.0	164.170245693	502788.0	176.029590717	293.0	PrmA	K02687	Other enzymes
b2330	1573.0	150.489391885	487630.0	170.722669041	310.0	PrmB	K07320	Other enzymes
b1212	108.0	10.3323930856	29916.0	10.4738005599	277.0	PrmC	K02493	Other enzymes
b0243	1705.0	163.117872323	710985.0	248.92081465	417.0	ProA	K00147	Amino acid metabolism
b0242	1202.0	114.99570823	441134.0	154.444094671	367.0	ProB	K00931	Amino acid metabolism
b0386	1528.0	146.184228099	411032.0	143.905174212	269.0	ProC	K00286	Amino acid metabolism
b4111	826.0	79.0236730433	413000.0	144.594184758	500.0	ProP	K03762	Transport
b1831	5271.0	504.278184759	1844850.0	645.894871069	350			
b0194	5518.0	527.908750427	3156296.0	1105.04127597	572.0	ProS	K01881	tRNA loading
b2677	167.0	15.9769411601	66800.0	23.3871465905	400.0	ProV	K02000	Transport
b2678	86.0	8.22764634591	30444.0	10.6586570479	354.0	ProW	K02001	Transport
b2679	151.0	14.4462162585	49830.0	17.4458310569	330.0	ProX	K02002	Transport
b0402	314.0	30.0404761932	109900.0	38.4767576391	350			
b0331	0.0	0.0	0.0	0.0	296.0	PrpB	K03417	Other central metabolism enzymes
b0333	0.0	0.0	0.0	0.0	389.0	PrpC	K01659	Other central metabolism enzymes
b0334	0.0	0.0	0.0	0.0	483.0	PrpD	K01720	Other central metabolism enzymes
b0335	0.0	0.0	0.0	0.0	628.0	PrpE	K01908	Other central metabolism enzymes
b0330	0.0	0.0	0.0	0.0	528.0	PrpR	K02688	Transcription factors
b1444	27.0	2.58309827139	9450.0	3.30851100718	350	Prr	K00137	Amino acid metabolism
b1207	4050.0	387.464740709	1275750.0	446.64898597	315.0	Prs	K00948	Pentose phosphate metabolism
b4160	828.0	79.215013656	266616.0	93.3441238827	322.0	Psd	K01613	Lipid and steroid metabolism
b4030	12.0	1.14804367617	4200.0	1.47044933653	350			
b0384	10.0	0.956703063478	3500.0	1.22537444711	350			
b1304	1143.0	109.351160156	400050.0	140.060299304	350			
b1305	339.0	32.4322338519	118650.0	41.5401937569	350			
b1306	228.0	21.8128298473	27132.0	9.49910271396	119.0	PspC	K03973	Transcription factors
b1307	43.0	4.11382317296	15050.0	5.26911012255	350			
b1308	787.0	75.2925310957	275450.0	96.4369689872	350			
b1303	119.0	11.3847664554	38675.0	13.5403876405	325.0	PspF	K03974	Transcription factors
b4050	28.0	2.67876857774	9800.0	3.43104845189	350			
b2585	845.0	80.8414088639	1098500.0	384.592522899	1300.0	PssA	K00998	Lipid and steroid metabolism
b3726	368.0	35.206672736	108928.0	38.1364536498	296.0	PstA	K02038	Transport
b3725	2470.0	236.305656679	634790.0	222.244412937	257.0	PstB	K02036	Transport
b3727	302.0	28.892432517	96338.0	33.7286067101	319.0	PstC	K02037	Transport
b3728	1360.0	130.111616633	470560.0	164.746342809	346.0	PstS	K02040	Two-component system
b2165	4.0	0.382681225391	1400.0	0.490149778842	350	PsuG	K16329	Pyrimidine metabolism
b2166	0.0	0.0	0.0	0.0	350	PsuK	K16328	Pyrimidine metabolism
b2164	0.0	0.0	0.0	0.0	350			
b2297	6999.0	669.596474128	4997286.0	1749.58473408	714.0	Pta	K13788	Glycolysis
b1204	1030.0	98.5404155382	199820.0	69.9583777202	194.0	Pth	K01056	Other enzymes
b2821	229.0	21.9085001536	220298.0	77.1278685567	962.0	PtrA	K01407	Peptidases
b1845	50.0	4.78351531739	34300.0	12.0086695816	686.0	PtrB	K01354	Peptidases
b3947	0.0	0.0	0.0	0.0	833.0	PtsA	K08483	Transport
b1101	3661.0	350.248991539	1746297.0	611.390777388	477.0	PtsG	K02778	Transport
b2415	16271.0	1556.65155459	1383035.0	484.210213843	85.0	PtsH	K02784	Transport
b2416	3825.0	365.93892178	2199375.0	770.016549886	575.0	PtsI	K08483	Transport
b3204	1123.0	107.437754029	183049.0	64.0867334766	163.0	PtsN	K02806	Transport
b2829	336.0	32.1452229329	251328.0	87.9916882977	748.0	PtsP	K08484	Transport
b4177	6316.0	604.253654893	2728512.0	955.271109549	432.0	PurA	K01939	Purine metabolism
b1131	2162.0	206.839202324	985872.0	345.160673405	456.0	PurB	K01756	Purine metabolism
b2476	1328.0	127.05016683	314736.0	110.191271995	237.0	PurC	K01923	Purine metabolism
b4005	337.0	32.2408932392	144573.0	50.6160171261	429.0	PurD	K01945	Purine metabolism
b0523	210.0	20.090764333	35490.0	12.4252968936	169.0	PurE	K01588	Purine metabolism
b2312	318.0	30.4231574186	160590.0	56.223680703	505.0	PurF	K00764	Peptidases
b4006	606.0	57.9762056468	320574.0	112.235196573	529.0	PurH	K00602	Other central metabolism enzymes
b0522	194.0	18.5600394315	68870.0	24.1118680492	355.0	PurK	K01589	Purine metabolism
b2557	339.0	32.4322338519	439005.0	153.6987169	1295.0	PurL	K01952	Purine metabolism
b2499	388.0	37.1200788629	135800.0	47.5445285477	350.0	PurM	K01933	Purine metabolism
b2500	214.0	20.4734455584	45582.0	15.9585765851	213.0	PurN	K11175	Other central metabolism enzymes
b3714	645.0	61.7073475943	225750.0	79.0366518383	350	PurP	K06901	Transport
b1658	2026.0	193.828040661	690866.0	241.877012221	341.0	PurR	K03604	Transcription factors
b1849	156.0	14.9245677903	61152.0	21.4097423398	392.0	PurT	K08289	Other central metabolism enzymes
b1232	1671.0	159.865081907	467880.0	163.808056089	280.0	PurU	K01433	Purine metabolism
B1014	334.0	31.9538823202	116900.0	40.9275065333	350			
b1015	479.0	45.8260767406	167650.0	58.6954360163	350			
b1297	152.0	14.5418865649	53200.0	18.625691596	350	PuuA	K09470	Amino acid metabolism
b1301	23.0	2.200417046	8050.0	2.81836122834	350	PuuB	K09471	Amino acid metabolism
b1300	17.0	1.62639520791	5950.0	2.08313656008	350	PuuC	K09472	Amino acid metabolism
b1298	117.0	11.1934258427	40950.0	14.3368810311	350	PuuD	K09473	Peptidases
b1302	5.0	0.478351531739	1750.0	0.612687223553	350	PuuE	K00823	Butanoate metabolism
b1296	0.0	0.0	0.0	0.0	350			
b1299	98.0	9.37569002208	34300.0	12.0086695816	350	PuuR	K14056	Transcription factors
b1854	1798.0	172.015210813	863040.0	302.156332237	480.0	PykA	K00873	Glycolysis
b1676	6623.0	633.624438941	3112810.0	1089.81652363	470.0	PykF	K00873	Glycolysis
b4245	362.0	34.6326508979	112582.0	39.4157445726	311.0	PyrB	K00609	Pyrimidine metabolism
b1062	1634.0	156.325280572	568632.0	199.08203503	348.0	PyrC	K01465	Pyrimidine metabolism
b0945	482.0	46.1130876596	161952.0	56.7005264165	336.0	PyrD	K00226	Pyrimidine metabolism
b3642	323.0	30.9015089503	68799.0	24.0870104533	213.0	PyrE	K00762	Pyrimidine metabolism
b1281	1074.0	102.749909018	263130.0	92.1236509334	245.0	PyrF	K01591	Pyrimidine metabolism
b2780	5170.0	494.615483818	2817650.0	986.478945967	545.0	PyrG	K01937	Pyrimidine metabolism
b0171	3199.0	306.049310007	770959.0	269.918130962	241.0	PyrH	K09903	Pyrimidine metabolism
b4244	463.0	44.295351839	70839.0	24.8012287024	153.0	PyrI	K00610	Pyrimidine metabolism
b4246	28.0	2.67876857774	9800.0	3.43104845189	350			
b0489	151.0	14.4462162585	52850.0	18.5031541513	350			
b4051	225.0	21.5258189283	78750.0	27.5709250599	350	QorA	K00344	Other enzymes
b4211	87.0	8.32331665226	30450.0	10.6607576898	350			
b3025	150.0	14.3505459522	32850.0	11.5010144535	219.0	QseB	K07666	Two-component system
b3026	40.0	3.82681225391	17960.0	6.28792144857	449.0	QseC	K07645	Two-component system
b4327	29.0	2.77443888409	10150.0	3.55358589661	350			
b0405	649.0	62.0900288197	231044.0	80.8901182163	356.0	QueA	K07568	Other enzymes
b0444	1005.0	96.1486578795	351750.0	123.150131934	350	QueC	K06920	Cofactor biosynthesis
b2765	1801.0	172.302221732	630350.0	220.689937924	350	QueD	K01737	Cofactor biosynthesis
b2794	889.0	85.0509023432	250698.0	87.7711208973	282.0	QueF	K06879	Other enzymes
b0551	6.0	0.574021838087	2100.0	0.735224668263	350			
b1559	3.0	0.287010919043	1050.0	0.367612334132	350			
b1351	5.0	0.478351531739	1750.0	0.612687223553	350			
b1356	284.0	27.1703670028	99400.0	34.8006342978	350			
b4389	347.0	33.1975963027	159620.0	55.8840769277	460.0	RadA	K04485	DNA repair and recombination proteins
b2597	3438.0	328.914513224	1203300.0	421.283734915	350			
b1348	11.0	1.05237336983	3850.0	1.34791189182	350			
b0059	1139.0	108.96847893	398650.0	139.570149525	350			
b0892	198.0	18.9427206569	69300.0	24.2624140527	350			
b3819	68.0	6.50558083165	23800.0	8.33254624032	350			
b3746	101.0	9.66270094113	35350.0	12.3762819158	350			
b3486	244.0	23.3435547489	85400.0	29.8991365094	350			
b3167	5201.0	497.581263315	1820350.0	637.317249939	350			
b2268	303.0	28.9881028234	92415.0	32.3551370084	305.0	Rbn	K00784	RNA transport
b3749	146.0	13.9678647268	73146.0	25.6089255166	501.0	RbsA	K10441	Transport
b3751	1003.0	95.9573172668	296888.0	103.942562529	296.0	RbsB	K10439	Bacterial chemotaxis
b3750	90.0	8.6103275713	28890.0	10.1145907934	321.0	RbsC	K10440	Transport
b3748	413.0	39.5118365216	57407.0	20.0985916814	139.0	RbsD	K06726	Transport
b3752	385.0	36.8330679439	118965.0	41.6504774571	309.0	RbsK	K00852	Pentose phosphate metabolism
b3753	43.0	4.11382317296	14061.0	4.9228543145	327.0	RbsR	K02529	Transcription factors
b2106	51.0	4.87918562374	17850.0	6.24940968024	350			
b2105	337.0	32.2408932392	117950.0	41.2951188674	350			
b1951	0.0	0.0	0.0	0.0	207.0	RcsA	K07781	Transcription factors
b2217	3526.0	337.333500182	761616.0	266.647081402	216.0	RcsB	K07687	Two-component system
b2218	60.0	5.74021838087	55980.0	19.598989014	933.0	RcsC	K07677	Two-component system
b2216	187.0	17.890347287	166430.0	58.2683054948	890.0	RcsD	K07676	Two-component system
b0196	1050.0	100.453821665	140700.0	49.2600527736	134.0	RcsF	K06080	Two-component system
b2954	930.0	88.9733849035	183210.0	64.1431007012	197.0	RdgB	K01516	Purine metabolism
b0393	1686.0	161.300136502	510858.0	178.854954086	303.0	RdgC	K03554	DNA repair and recombination proteins
b3859	220.0	21.0474673965	77000.0	26.9582378363	350			
b2699	5850.0	559.671292135	2065050.0	722.988429141	353.0	RecA	K03553	Homologous recombination
b2820	33.0	3.15712010948	38940.0	13.6331659915	1180.0	RecB	K03582	Homologous recombination
b2822	88.0	8.41898695861	98736.0	34.5681632598	1122.0	RecC	K03583	Homologous recombination
b2819	47.0	4.49650439835	28576.0	10.0046572001	608.0	RecD	K03581	Homologous recombination
b1350	0.0	0.0	0.0	0.0	350			
b3700	68.0	6.50558083165	24276.0	8.49919716512	357.0	RecF	K03629	Homologous recombination
b3652	85.0	8.13197603956	58905.0	20.6230519448	693.0	RecG	K03655	Homologous recombination
b2892	259.0	24.7786093441	90650.0	31.73719818	350	RecJ	K07462	Base excision repair
b2616	331.0	31.6668714011	183043.0	64.0846328347	553.0	RecN	K03631	DNA repair and recombination proteins
b2565	29.0	2.77443888409	7018.0	2.45705081994	242.0	RecO	K03584	Homologous recombination
b3822	87.0	8.32331665226	52983.0	18.5497183803	609.0	RecQ	K03654	RNA degradation
b0472	485.0	46.4000985787	97485.0	34.1301794217	201.0	RecR	K06187	Homologous recombination
b1349	14.0	1.33938428887	4900.0	1.71552422595	350	RecT	K07455	DNA repair and recombination proteins
b2698	51.0	4.87918562374	17850.0	6.24940968024	350			
b2784	358.0	34.2499696725	266352.0	93.2516956387	744.0	RelA	K00951	Purine metabolism
b1564	2022.0	193.445359435	707700.0	247.770713205	350			
b1563	239.0	22.8652032171	83650.0	29.2864492858	350			
b1561	0.0	0.0	0.0	0.0	350			
b3778	224.0	21.4301486219	150752.0	52.7793281857	673.0	Rep	K03656	DNA repair and recombination proteins
b3628	109.0	10.4280633919	38150.0	13.3565814734	350	RfaB	K02840	Glycan metabolism
b3621	151.0	14.4462162585	49226.0	17.2343664381	326.0	RfaC	K02841	Glycan metabolism
b3619	4625.0	442.475166859	1433750.0	501.965889582	310.0	RfaD	K03274	Glycan metabolism
b3052	1508.0	144.270821972	719316.0	251.837555941	477.0	RfaE	K03272	Glycan metabolism
b3620	371.0	35.493683655	129108.0	45.2016126048	348.0	RfaF	K02843	Glycan metabolism
b3631	178.0	17.0293145299	66572.0	23.3073221979	374.0	RfaG	K02844	Glycan metabolism
b3842	205.0	19.6124128013	33210.0	11.6270529681	162.0	RfaH	K05785	Transcription factors
b3627	124.0	11.8631179871	43400.0	15.1946431441	350	RfaI	K03275	Glycan metabolism
b3626	246.0	23.5348953616	86100.0	30.1442113988	350	RfaJ	K03279	Glycan metabolism
b3622	93.0	8.89733849035	32550.0	11.3959823581	350	RfaL	K02847	Glycan metabolism
b3630	139.0	13.2981725823	36835.0	12.8961907883	265.0	RfaP	K02848	Glycan metabolism
b3632	170.0	16.2639520791	59840.0	20.9504019756	352.0	RfaQ	K02849	Glycan metabolism
b3629	106.0	10.1410524729	37100.0	12.9889691393	350	RfaS	K12986	Glycan metabolism
b3625	203.0	19.4210721886	46690.0	16.3464951244	230.0	RfaY	K02850	Glycan metabolism
b3624	130.0	12.4371398252	45500.0	15.9298678124	350	RfaZ	K12981	Glycan metabolism
b2039	3400.0	325.279041583	996200.0	348.776578345	293.0	RfbA	K00973	Cofactor biosynthesis
b2041	3631.0	347.378882349	1310791.0	458.917084827	361.0	RfbB	K01710	Cofactor biosynthesis
b2038	1537.0	147.045260857	537950.0	188.34005252	350	RfbC	K01790	Cofactor biosynthesis
b2040	2267.0	216.88458449	682367.0	238.901452957	301.0	RfbD	K00067	Cofactor biosynthesis
b2037	303.0	28.9881028234	106050.0	37.1288457473	350			
b2035	96.0	9.18434940939	37920.0	13.2760568669	395.0	Rfc	K13008	Glycan metabolism
b3784	708.0	67.7345768942	259836.0	90.9703985251	367.0	Rfe	K02851	Glycan metabolism
b3791	602.0	57.5935244214	226352.0	79.2474162432	376.0	RffA	K02805	Amino acid metabolism
b3790	122.0	11.6717773744	42700.0	14.9495682547	350			
b3787	796.0	76.1535638528	334320.0	117.047767187	420.0	RffD	K02472	Other central metabolism enzymes
b3786	690.0	66.01251138	259440.0	90.8317561591	376.0	RffE	K01791	Other central metabolism enzymes
b3788	590.0	56.4454807452	209450.0	73.3299079846	355.0	RffG	K01710	Cofactor biosynthesis
b3789	337.0	32.2408932392	98741.0	34.5699137947	293.0	RffH	K00973	Cofactor biosynthesis
b3794	332.0	31.7625417075	81672.0	28.5939376697	246.0	RffM	K02852	Glycan metabolism
b4481	174.0	16.6466333045	62466.0	21.869782918	359.0	RffT	K12582	Glycan metabolism
b3903	0.0	0.0	0.0	0.0	419.0	RhaA	K01813	Carbohydrate metabolism
b3904	0.0	0.0	0.0	0.0	489.0	RhaB	K00848	Carbohydrate metabolism
B3902	12.0	1.14804367617	4200.0	1.47044933653	350			
b3901	0.0	0.0	0.0	0.0	104.0	RhaM	K03534	Other enzymes
b3906	0.0	0.0	0.0	0.0	282.0	RhaR	K02854	Transcription factors
b3905	0.0	0.0	0.0	0.0	278.0	RhaS	K02855	Transcription factors
b3907	0.0	0.0	0.0	0.0	350			
b3780	1986.0	190.001228407	836106.0	292.726550706	421.0	RhlB	K03732	RNA degradation
b0797	375.0	35.8763648804	169875.0	59.4744240577	453.0	RhlE	K11927	RNA degradation
b2245	79.0	7.55795420148	27650.0	9.68045813213	350	RhmA	K12660	Carbohydrate metabolism
b2247	0.0	0.0	0.0	0.0	350	RhmD	K12661	Carbohydrate metabolism
b2248	0.0	0.0	0.0	0.0	350			
b2246	0.0	0.0	0.0	0.0	350			
b3783	9251.0	885.046004024	3876169.0	1357.0738415	419.0	Rho	K03628	RNA degradation
b3593	0.0	0.0	0.0	0.0	350			
b3482	0.0	0.0	0.0	0.0	350			
b0700	0.0	0.0	0.0	0.0	350			
b0497	0.0	0.0	0.0	0.0	350			
b0813	32.0	3.06144980313	11200.0	3.92119823074	350			
b3824	50.0	4.78351531739	17500.0	6.12687223553	350			
b3823	119.0	11.3847664554	41650.0	14.5819559206	350			
b1277	1161.0	111.07322567	227556.0	79.668945053	196.0	RibA	K01497	Cofactor biosynthesis
b3041	3439.0	329.01018353	746263.0	261.271888863	217.0	RibB	K02858	Cofactor biosynthesis
b1662	1773.0	169.623453155	377649.0	132.217552736	213.0	RibC	K00793	Cofactor biosynthesis
b0414	428.0	40.9468911169	157076.0	54.9934047581	367.0	RibD	K11752	Cofactor biosynthesis
b0415	4935.0	472.132961826	769860.0	269.533363385	156.0	RibE	K00794	Cofactor biosynthesis
b0025	435.0	41.6165832613	136155.0	47.6688165273	313.0	RibF	K11753	Cofactor biosynthesis
b0651	199.0	19.0383909632	61889.0	21.6677711877	311.0	RihA	K01250	Other enzymes
b2162	0.0	0.0	0.0	0.0	313.0	RihB	K10213	Purine metabolism
b0030	270.0	25.8309827139	82080.0	28.7367813195	304.0	RihC	K12700	Other enzymes
b4373	175.0	16.7423036109	25900.0	9.06777090858	148.0	RimI	K03789	Ribosome biogenesis
b1066	446.0	42.6689566311	86524.0	30.2926567604	194.0	RimJ	K03790	Ribosome biogenesis
b0852	59.0	5.64454807452	20650.0	7.22970923792	350			
b1427	88.0	8.41898695861	15752.0	5.51488522594	179.0	RimL	K03817	Ribosome biogenesis
b2608	3156.0	301.935486834	1104600.0	386.728175506	350			
b3282	1442.0	137.956581754	504700.0	176.698995273	350			
b0835	1060.0	101.410524729	371000.0	129.889691393	350			
b3170	3040.0	290.837731297	1064000.0	372.51383192	350			
b1822	273.0	26.1179936329	95550.0	33.452722406	350	RlmA	K00563	Ribosome biogenesis
b4180	1250.0	119.587882935	303750.0	106.344996659	243.0	RlmB	K03218	Ribosome biogenesis
b3179	1851.0	177.08573705	386859.0	135.442038066	209.0	RlmE	K02427	Ribosome biogenesis
b0807	292.0	27.9357294536	102200.0	35.7809338555	350	RlmF	K06970	Ribosome biogenesis
b3084	302.0	28.892432517	114156.0	39.9668129668	378.0	RlmG	K11391	Ribosome biogenesis
b0636	420.0	40.1815286661	147000.0	51.4657267784	350			
b0967	1401.0	134.034099193	554796.0	194.237954787	396.0	RlmI	K06969	Ribosome biogenesis
b0948	1006.0	96.2443281859	706212.0	247.249754011	702.0	RlmL	K12297	Ribosome biogenesis
b2806	855.0	81.7981119274	299250.0	104.769515227	350			
b2517	1377.0	131.738011841	481950.0	168.734061366	350	RlmN	K06941	Ribosome biogenesis
b0633	818.0	78.2583105925	286300.0	100.235629773	350			
b0058	217.0	20.7604564775	47523.0	16.6381342428	219.0	RluA	K06177	Ribosome biogenesis
b1269	3224.0	308.441067665	938184.0	328.464771509	291.0	RluB	K06178	Ribosome biogenesis
b1086	1099.0	105.141666676	350581.0	122.740856869	319.0	RluC	K06179	Ribosome biogenesis
b2594	1191.0	113.94333486	388266.0	135.934638594	326.0	RluD	K06180	Ribosome biogenesis
b1135	174.0	16.6466333045	37758.0	13.2193395354	217.0	RluE	K06181	Ribosome biogenesis
b4022	313.0	29.9448058869	90770.0	31.7792110182	290.0	RluF	K06182	Ribosome biogenesis
b0953	372.0	35.5893539614	130200.0	45.5839294323	350	Rmf		Translation factors
b3832	22.0	2.10474673965	7700.0	2.69582378363	350			
b0611	808.0	77.301607529	216544.0	75.8135669354	268.0	Rna	K01169	Other enzymes
b1286	3217.0	307.771375521	2071748.0	725.333445726	644.0	Rnb	K01147	Other enzymes
b2567	1435.0	137.286889609	324310.0	113.543196269	226.0	Rnc	K03685	Ribosome biogenesis
b1804	304.0	29.0837731297	112784.0	39.4864661835	371.0	Rnd	K03684	Other enzymes
b1084	2125.0	203.299400989	2254625.0	789.359960801	1061.0	Rne	K08300	RNA degradation
b3247	405.0	38.7464740709	141750.0	49.6276651078	350			
b0214	313.0	29.9448058869	48515.0	16.9854403718	155.0	RnhA	K03469	DNA replication complex
b0183	233.0	22.291181379	46134.0	16.1518356408	198.0	RnhB	K03470	DNA replication complex
b0610	2384.0	228.078010333	324224.0	113.513087068	136.0	Rnk	K06140	Transcription factors
b2630	398.0	38.0767819264	139300.0	48.7699029948	350			
b3704	498.0	47.6438125612	59262.0	20.7480401384	119.0	RnpA	K03536	Other enzymes
b4179	1051.0	100.549491972	854463.0	299.153464628	813.0	Rnr	K12573	RNA degradation
b1652	345.0	33.00625569	120750.0	42.2754184251	350			
b4396	1260.0	120.544585998	364140.0	127.487957477	289.0	Rob	K05804	Chromosome-related
b2516	669.0	64.0034349467	234150.0	81.9775505113	350	RodZ		Cytoskeleton proteins
b0189	643.0	61.5160069816	225050.0	78.7915769489	350			
b3386	1866.0	178.520791645	419850.0	146.992417605	225.0	Rpe	K01783	Pentose phosphate metabolism
b3643	2005.0	191.818964227	477190.0	167.067552118	238.0	Rph	K00989	Other enzymes
b2914	3957.0	378.567402218	866583.0	303.396761285	219.0	RpiA	K01807	Pentose phosphate metabolism
b4090	77.0	7.36661358878	11473.0	4.01677743761	149.0	RpiB	K01808	Pentose phosphate metabolism
b4089	264.0	25.2569608758	92400.0	32.3498854036	350			
b3984	71248.0	6816.31798667	16672032.0	5836.99485546	234.0	RplA	K02863	Ribosome
b3317	69683.0	6666.59395723	19023459.0	6660.24587262	273.0	RplB	K02886	Ribosome
b3320	65636.0	6279.41622744	13717924.0	4802.74101055	209.0	RplC	K02906	Ribosome
b3319	68385.0	6542.41389959	13745385.0	4812.35529846	201.0	RplD	K02926	Ribosome
b3308	63916.0	6114.86330053	11440964.0	4005.56141024	179.0	RplE	K02931	Ribosome
b3305	71798.0	6868.93665516	12708246.0	4449.24569026	177.0	RplF	K02933	Ribosome
b4203	40084.0	3834.84855965	5972516.0	2091.01956895	149.0	RplI	K02939	Ribosome
