K01369	DelTa-vpe
K01213	Pga4
K02740	-
sce_YOR382W	-
K00920	-
K00921	FAB1D
K00921	FAB1A
K00921	FAB1C
K00921	FAB1B
K00922	-
K00923	-
K00924	Crk
K00924	Cki1
K00924	Bin2
K00924	Cpk17
K00924	CdkB2
K00924	Cpk34
K00924	Cpk32
K00924	AtmPk17
K00924	Ckl13
K00924	CipK23
K00924	Clv1
K00924	Acr4
K00924	Apk2a
K00924	AtsK11
K00924	AtsK32
K00924	SrpK4
K00924	Ckl8
K00924	Ckl3
K00924	Ckl6
K00924	Ckl4
K00924	Hsl1
K00924	Tmk1
K00924	Ost1
K00925	-
K00926	-
K00927	Pgk
K00927	AT1G56190
K00927	Pgk1
K00928	Ak3
K00928	CARAB-AK-LYS
K00928	AK-LYS1
K04599	-
K04596	-
K15839	-
K15348	-
K02298	-
K02290	-
K02563	AT1G73740
K02292	-
K02293	Pds3
K02295	Uvr3
K02564	-
K02565	-
K13169	-
K13164	-
K13165	-
K13162	-
K13163	-
spo_SPAC1F5.04c	-
K08873	-
K08870	-
K08876	-
K08874	-
K08875	-
K08878	-
mpn_MPN294	-
K03168	-
K03163	-
K03165	TOP3A
K03165	AT2G32000
K03164	TopIi
K06530	-
K06533	-
K06532	-
K12568	-
K12563	-
K12562	-
K12561	-
K12567	-
K12566	-
K11038	-
sce_YJL160C	-
sce_YMR157C	-
sce_YDR106W	-
K02163	-
sce_YNL066W	-
K07918	-
K07668	-
K07664	-
K07917	-
K07662	-
K07660	-
K07661	-
K02957	AT5G59850
K02957	RPS15A
K02957	rps15ab
K02957	rps15ae
K02957	RPS15AD
K02957	AT2G39590
sce_YFL037W	-
K02955	AT3G52580
K02955	AT2G36160
K02955	AT3G11510
K05673	-
K05747	-
K05746	-
K05744	-
K05743	-
K05742	-
K05740	-
K09182	-
K09184	-
K09187	-
K09186	-
K08592	Esd4
K08596	-
K04436	-
K04437	-
K04432	-
K01153	-
K04430	-
K04431	-
K01408	-
K01409	-
K04438	-
K04439	-
K09237	-
K05679	-
K05678	-
K08042	-
K05520	-
K07836	-
K05529	-
K05528	-
K14510	CTR1
K14513	EIN2
K14514	EIN3
K14514	EIL2
K14514	EIL1
K14515	EBF2
K14515	EBF1
K05948	-
K01754	Omr1
K04507	-
K02175	-
K02177	-
K04505	-
K02170	-
K02178	-
K01752	-
K03374	-
K03376	-
K03805	-
K03372	-
K03801	AT4G31050
K03801	Lip2
K17697	-
K17698	-
K17699	-
K10807	Rnr1
eco_b1836	-
K10370	-
K10803	ATXRCC1
K13205	-
K13203	-
K10373	-
K13209	-
K13208	-
hsa_F8WB63	-
K08171	-
K08601	-
K08606	-
K06276	Pdk1
K06274	-
K06275	-
K06272	-
K06273	-
K06270	-
K06271	-
K06278	-
K06279	-
K11205	-
K11204	-
hsa_Q562U0	-
hsa_Q562U1	-
hsa_Q562U2	-
K00058	AT3G19480
K00058	Eda9
K00058	PgdH
K00059	AT5G18210
K00059	AT3G04000
K00059	AT4G13180
K00059	AT3G03980
K00059	AT1G24360
K00728	-
K00729	AT2G39630
K00726	Cgl1
K00725	-
K00051	AT5G58330
K00720	-
K00721	AT1G20575
hsa_G5E9R0	-
K14188	-
K14187	-
K01239	-
K01238	BglU32
K01238	BglU31
K01238	BglU27
K01899	AT5G23250
K01899	AT5G08300
K04605	-
K01896	-
K01895	ACS
K01230	MNS1
K01230	MNS2
K01230	MNS3
K01237	BglU28
K01237	BglU29
K01237	Pen2
K04600	-
K01890	AT1G72550
K02768	-
K02769	-
K02760	-
K00948	PRS2
K00948	AT2G35390
K00948	AT2G44530
K00949	Tpk2
K00942	AT3G06200
K00942	AGK2
K00943	ZEU1
K00940	NdpK2
K00940	NDPK3
K00940	AT4G23900
K00940	NDPK1
K00940	AT1G17410
K00941	-
K00946	-
K00944	-
K00945	-
K01097	-
K01092	IMPL1
K01091	AT5G36790
K01091	PGLP1
K01090	KapP
K01090	Ahg1
K01090	Abi2
K01090	Abi1
K01090	Bsl1
K01090	TopP5
K01090	TopP3
K01090	Ppx1
K01090	Ppx2
K01099	-
K01098	-
K15360	-
K15361	-
hsa_B4DWQ5	-
K15365	-
sce_YJL159W	-
K03495	-
K03494	-
K02540	MCM2
sce_YDR071C	-
K02542	MCM6
K02543	-
K17065	-
K17063	-
K03635	AT2G43760
K03635	Cnx7
K03142	Gtf2h2
K03141	AT1G55750
K03141	AT3G61420
K03140	-
K03147	ThiC
K03146	-
K03144	AT4G17020
K08854	-
K03149	-
K08857	Nek6
K08857	AtnEk2
K08857	AtnEk1
K08857	AtnEk5
K08857	AtnEk4
K08857	AtnEk3
K08850	AtaUr1
K08850	AtaUr3
K08850	AtaUr2
K08852	-
K08853	-
K06519	-
K06045	-
K06041	-
K06514	-
K09892	-
K07910	-
K07648	-
K07390	-
K10895	-
K10896	-
K10891	-
K07026	-
K10099	-
K01395	-
K01392	-
K01393	-
K02981	AT2G41840
K02981	AT1G59359
K02981	Xw6
K02981	AT1G58684
K02981	AT3G57490
K02981	AT1G58983
K05720	-
K07665	-
K05725	-
K05726	-
K05729	-
K05728	-
K00555	-
K00557	-
K00551	-
K00550	-
K00553	-
K00552	-
K00559	Smt1
K00558	Met1
K00558	Mee57
K00558	DnmT2
K00558	Dmt2
K00558	AT4G08990
K00558	Cmt1
K00558	Cmt2
K00558	Cmt3
K04410	-
K04411	-
K04412	-
K01173	-
K04414	-
K01176	Amy1
K01177	Ct-Bmy
K01177	BAM1
K01177	BAM2
K01179	GH9A4
K01179	GH9B17
K01179	GH9B18
sce_YGL061C	-
K02983	AT5G56670
K02983	AT4G29390
K02983	AT2G19750
K14572	AT1G67120
K14573	AT2G21440
K05099	-
K14571	CDC48C
K14574	AT1G43860
K14575	-
K05093	-
K05091	-
K05090	-
K05096	-
K05094	-
K11653	-
spo_SPCC1223.02	-
K02159	-
K02157	-
K02156	-
K02155	AVA-P1
K02155	Ava-p2
K02155	VHA-C3
K02155	Ava-p4
K02155	AT2G16510
K02154	Vha-a1
K02154	Vha-a3
K02154	Vha-a2
K02153	-
K02152	VMA10
K02152	Vag2
K02152	VatG3
K02151	AT4G02620
K02150	Vha-e3
K02150	Vha-e2
K02150	Tuf
K08957	-
K03063	Rpt3
K03828	-
K08958	-
K03821	-
K03824	-
K12799	-
K01231	GmiI
K12795	Sgt1a
K12795	Sgt1b
K12796	-
K07258	-
hsa_Q6S8J3	-
K07253	-
K07252	AT5G03080
K07250	-
K14498	SNRK2.5
K14498	SNRK2.7
K14498	SNRK2.1
K14498	SNRK2.3
K14498	SNRK2.2
K14498	SNRK2.9
K14498	AT1G78290
K14498	SNRK2.10
K14498	AT1G10940
K06252	-
K06254	-
K06255	-
K06709	-
K06258	-
K06259	-
K06704	-
K06700	AT3G53970
K06657	-
K06123	-
K11269	-
K11268	-
hsa_Q562S4	-
hsa_Q562S5	-
hsa_Q562S2	-
hsa_Q562S0	-
K11262	Acc1
hsa_Q562S8	-
K10790	-
eco_b0897	-
K00700	Sbe2.2
K00700	Sbe2.1
K10798	App
K10798	AT5G22470
K10798	ParP2
K00703	Ssi1
K00703	AtsS2
K00705	Dpe2
K00705	Dpe1
K00706	-
sce_YBR301W	-
K10134	-
K10139	-
K04623	-
sce_YJL026W	-
sce_YLR286C	-
K00965	AT5G18200
K00966	AT1G74910
K00966	AT3G55590
K00967	PecT1
K00962	AT5G14580
K00962	Rif10
K00963	Ugp
K00963	UGP2
hsa_A8K3K1	-
K14966	-
K00968	Cct1
K14962	AT5G14530
K15309	-
K15303	-
K15306	-
K15307	-
K15304	-
K15305	-
K02435	-
K09372	-
K09373	-
K08367	-
K02700	-
K02701	PsaN
K02706	PsbD
K02707	PsbE
K02704	PsbB
K02705	PsbC
K02708	PsbF
K02709	PsbH
eco_b3510	-
K01611	Bud2
K01611	SamDc
K01610	Pck2
K01610	Pck1
K01613	Psd3
K01613	PSD2
K01613	Psd1
K01619	-
K01618	-
K02831	-
K02833	-
K02835	Apg3
K05288	AT5G17250
K02837	-
K02838	Rrf
K05284	Pnt1
K05285	AT3G01380
K05282	Yap169
K05282	Ga20ox1
K05280	Tt7
sce_YNL327W	-
K03610	-
K06067	Hda17
K06067	Hda9
K06067	Hda7
K06067	Hda6
K06067	Hd1
K06066	-
K06065	-
K06064	-
K06063	SKIP
K06062	Hag1
K06069	-
K06068	-
sce_YLR040C	-
K16794	-
K16795	-
K12475	-
K12474	-
K12477	-
K12476	-
K12471	AT5G11710
K12471	AT3G59290
K12471	AT2G43160
K12470	-
K12473	-
K12472	-
K12479	VPS45
K12478	-
K11076	-
K11072	-
K11073	-
K09188	-
K10306	-
spo_SPBC244.01c	-
K15173	-
K05749	PIR121
K05748	-
K05916	-
K05917	CYP51G1
K00392	Sir
K00390	-
K01885	AT5G26710
K01885	Ers
K01379	-
K01373	-
K01370	-
K01371	-
K01227	AT5G05460
K01227	AT3G11040
K05879	-
K05878	-
K05875	-
K05702	-
K05701	-
K05876	-
K05871	-
K05870	-
K05705	-
K05704	-
K00574	-
K00573	PimT2
K15795	TPS13
K01118	-
K01119	-
K01405	-
K01112	-
K01110	PTEN1
K01110	AtpEn2
K01110	AtpEn3
K15799	AT5G44630
K01114	NPC3
K01114	NPC2
K01114	NPC1
K01114	NPC6
K01114	NPC5
K01114	Npc4
K01115	PLDBETA2
K01115	PLDDELTA
K01115	PLDBETA1
K01115	PldP1
K01115	PLDEPSILON
K01115	PldP2
K01115	PldGamma1
K01115	PLDGAMMA2
K01115	PldGamma3
K01115	PLDALPHA1
K01115	PLDALPHA3
K01115	PLDALPHA2
K01414	-
K08081	Tri
K08081	AT2G29320
K08081	AT2G30670
K08081	AT2G29370
K08081	AT2G29290
K08081	AT2G29150
K08081	AT2G29300
K08081	AT2G29310
K08081	AT2G29340
K08081	AT2G29260
K08081	AT5G06060
K08081	AT1G07450
K08081	AT2G29360
K04433	-
K14558	PWP2
K14559	AT5G66540
K09827	-
K14554	AT4G04940
K14555	TOZ
K14556	AT3G21540
K01151	-
K14550	AT3G06530
K14551	-
K14552	AT3G26480
K14552	AT2G18900
K14553	AT5G14050
hsa_R4GMT0	-
K01158	-
K07831	-
K07830	-
K07292	-
K09236	-
K10757	UGT78D2
K10754	AtrFc1
K02139	-
K02138	AtpQ
K01755	AT5G10920
K02131	-
K02130	-
K02133	AT5G08690
K02133	AT5G08680
K02133	AT5G08670
K02132	AT2G07698
K02135	AT1G51650
K02134	AT5G47030
K02137	ATP5
K02136	ATP3
K03842	AT1G16570
K03843	AT1G78800
K09238	-
K03846	AT1G16900
K03847	ALG12
K03844	LEW3
K03845	Alg3
K03848	-
K10203	-
K13025	EIF4A-III
K13025	AT1G51380
K13024	-
K12261	AT5G17380
K01757	AT1G74010
K01757	Ss3
K01757	Ss2
K12236	-
K13249	AT2G16595
K13249	AT2G21160
K13248	-
K12891	AtsC35
K13241	-
K13240	-
K13247	-
K03267	AT1G18070
K03264	emb1624
K03264	AT2G39820
K03265	Erf1-3
K03265	Erf1-2
K03265	Erf1-1
K03262	AT1G77840
K03262	AT1G36730
K03263	Fbr12
K03260	eIFiso4G1
K03260	Eif4g
K03260	eIFiso4G2
K12414	-
spo_SPAC4F8.13c	-
K11798	-
K11790	-
K12044	-
K12045	-
K06238	-
K12047	-
K12040	-
K12041	-
K12042	-
K06233	-
K06230	-
K06236	-
K06237	-
K06234	-
hsa_Q562Q8	-
hsa_Q562Q9	-
K11240	-
K11247	-
hsa_O96019	-
K11244	-
hsa_Q562Q0	-
hsa_Q562Q1	-
hsa_Q562Q2	-
K11248	-
hsa_Q562Q4	-
K11538	-
hsa_Q562Q6	-
K00762	-
K00763	NapRt2
K00763	NapRt1
K00760	HGPT
K00761	UPP
K00766	Trp1
K00767	Qpt
K00764	AtaSe2
K00764	AtaSe3
K00764	AtaSe1
K00765	ATP-PRT1
K00765	ATP-PRT2
K00769	-
K01551	-
K10214	-
K01556	-
sce_YJR151C	-
K00181	-
K10111	-
sce_YGR180C	-
K04640	-
K04645	-
K04644	-
K04646	AT3G11130
K04646	AT3G08530
K04649	Ubc27
K04648	-
K15541	-
K15542	FY
K15543	-
K15544	-
K15095	AT3G61220
K00987	-
K00982	-
K00983	-
K00980	-
K00981	CDS2
K00981	AtcDs1
K15893	HPR
K15891	FLDH
K01585	-
K01587	-
K01586	AT5G11880
K01586	AT3G14390
K13498	-
K13499	-
K01583	Adc2
K01583	Adc1
K01582	-
K13496	UGT73C1
K13496	UGT73C6
K13496	DogT1
K13497	-
K01589	-
K01588	-
K13493	UGT76C1
K13493	Ugt76c2
K09355	-
K09359	-
K08341	APG8A
K08341	ATG8G
K08341	ATG8F
K08341	ATG8E
K08341	Atg8d
K08341	ATG8C
K08341	ATG8B
K08342	AT2G44140
K08343	Atg3
K02728	Pac1
K02729	Pae2
K02729	Pae1
K05119	-
K02725	Paf2
K02725	Paf1
K02726	AT1G79210
K02726	Pab1
K02727	Pag1
K02720	-
K05110	-
K05111	-
K03989	-
K03987	-
K03456	Pp2Aa2
K03456	Pp2Aa3
K03456	Rcn1
K03983	-
K03981	-
hsa_Q96FU6	-
K01639	-
K01638	Mls
K01637	Icl
eco_b0329	-
K01634	Dpl1
K01633	FOLB1
K01633	FOLB2
K02858	-
K02580	-
K02582	-
K02583	-
K03679	AtrRp4
K03678	CER7
K03671	-
K03673	-
K03672	-
K03675	-
K03676	-
K06001	TSBtype2
sce_YKL096W	-
hsa_Q9NZ32	-
K03184	-
K03183	-
K03182	-
K12456	BNS
K12451	Nrs/er
K12450	Rhm1
K12450	Mum4
K12450	Rhm3
K07359	GriK1
K07606	-
K07607	-
K07601	-
K16513	-
sce_YKL056C	-
sce_YJL078C	-
sce_YLR212C	-
K05931	PrmT4b
K05933	Aco1
K05933	AT1G12010
K05933	Aco2
K05933	AT1G77330
K05933	Efe
K01358	ClpP
K01358	Clp2
K01358	ClpP3
K01358	ClpP6
K01358	ClpP5
K01358	NclPp7
K01352	-
K01353	-
K01355	-
K01356	-
K05857	PLC1
K05857	PLC2
K05857	PLC5
K05857	PLC4
K05857	AT2G40116
K05857	AT3G55940
K05854	-
K05853	-
K05850	-
K02926	RPL4
K02926	AT2G20060
K03804	-
K05859	-
K05858	-
K02924	AT4G31985
K02924	AT3G02190
K02924	AT2G25210
K02925	RP1
K02925	Rpl3b
K03800	-
K00511	Sqe3
K00511	Sqe2
K00511	Sqe6
K00511	Sqp1
K00511	Sqp2
K00511	Xf1
K00510	HO4
K00510	HO3
K00515	-
K00514	Zds
K00517	Cyp71b38
K00517	Cyp71b4
K00517	Cyp71b3
K00517	Cyp81d2
K00517	Cyp82c4
K00517	Cyp81d3
K00517	Cyp71b21
K00517	Cyp71b22
K00517	Cyp71b23
K00517	Cyp71b24
K00517	Cyp71b25
K00517	Cyp705a3
K00517	Bt2
K00517	Cyp71b28
K00517	Cyp71b29
K00517	Cyp77b1
K00517	Pad3
K00517	Cyp78a5
K00517	Cyp96a4
K00517	Cyp78a7
K00517	Cyp71b17
K00517	Cyp71a20
K00517	Cyp71b16
K00517	Cyp78a8
K00517	Cyp86b1
K00517	Cyp86a4
K00517	CYP71A12
K00517	Cyp76g1
K00517	Cyp71a18
K00517	CYP81D1
K00517	Cyp71b19
K00517	CYP91A2
K00517	Cyp81d8
K00517	Cyp81f3
K00517	Cyp81f4
K00517	Cyp77a4
K00517	Cyp71b11
K00517	Cyp71b10
K00517	Cyp71b13
K00517	Cyp77a9
K00517	Cyp71b14
K00517	Cyp81d4
K00517	Cyp81d5
K00517	Cyp71b31
K00517	Cyp71a19
K00517	Cyp71b26
K00517	Cyp71b35
K00517	Cyp71b34
K00517	CYP71B5
K00517	Cyp705a2
K00517	Cyp71a16
K00517	Cyp81f2
K00517	Cyp71a14
K00517	Cyp71a15
K00517	Cyp71b12
K00517	Cyp71b30p
K00517	Cyp71b36
K00517	Cyp94d2
K00517	Cyp81h1
K09291	Nua
K09290	-
K09292	-
K03155	AtiM
K09299	-
K05581	NdhJ
K05580	NdhI
K05582	NdhK
K05585	-
K05584	-
K05587	-
K05586	-
hsa_Q8TDG2	-
K08864	Tsl
K14208	-
K08866	-
K14206	-
K01134	-
K01135	-
K01136	-
K01137	-
K04450	-
K01132	-
K04453	-
K04458	-
K04459	-
K02113	AtpD
K02112	AtpB
K02111	AtpA
K05321	-
K02115	AtpC1
K02115	AtpC2
K02114	AtpE
K05328	-
K03868	Rbx1
K03868	AT3G42830
K03869	CUL3B
K03869	AtcUl3
K01744	-
K03860	AT3G57170
K11541	-
sce_YIL123W	-
K05027	-
K06505	-
K07427	-
hsa_A6NL76	-
K03240	AT2G34970
K03240	AT4G18300
K03241	AT5G19485
K03242	EIF2_GAMMA
K03242	AT2G18720
K03243	AT1G76720
K03243	AT1G76820
K03243	AT1G76810
K03243	AT1G21160
K03245	AT1G66070
K03245	AT5G37475
K03246	AT2G46290
K03246	TRIP-1
K03247	Tif3h1
K03248	Eif3g1
K03248	Eif3g2
K03249	Eif2
ath_AT1G18590	SOT17
K10632	-
K12200	AT1G15130
K16185	-
K16184	-
K16186	-
K16189	PIF4
K13915	-
K13917	AT5G01290
K13917	AT3G09100
K13912	-
K06215	PDX1.2
K06215	PDX1.1
K06215	Rsr4
K06210	-
K06211	-
K11519	-
K11518	-
K11517	AT4G18360
K11517	AT3G14150
K11517	AT3G14415
K11517	AT3G14420
K11517	AT3G14130
K00748	-
K00749	-
K00746	-
K00741	-
hsa_Q562Q3	-
sce_YIL051C	-
K15516	-
K04669	-
K01839	-
K01835	AT1G70730
K01835	Pgm
K01835	AT1G23190
K01834	PGM
K01834	AT1G22170
K01837	-
K01836	Drt101
K01831	-
K01830	-
sce_YHR126C	-
K09338	Hat2
K09338	Hdg8
K09338	Hdg4
K09338	Hdg1
K09338	Hdg3
K09338	AthB-15
K09338	Gl2
K09338	AthB13
K09338	Hat9
K09338	AthB18
K09338	Hat1
K09338	Phb
K09338	Hat3
K09338	AthB17
K09338	Hdg11
K09338	Hdg12
K09338	Hat14
K09338	Pdf2
K09338	Phv
K09338	Rev
K09338	AthB6
K09338	AthB4
K09338	AthB20
K09338	AthB23
K09338	AthB22
K09338	AthB40
K09338	AthB-1
K09338	AthB-2
K09338	AthB-3
K09338	AthB-8
K09338	Hat22
K09338	AthB16
K09338	Hb-2
K09336	-
K08329	-
K08321	-
K08327	-
K08325	-
K01659	-
K01658	AT5G57890
K01658	AT1G25083
K01658	AT1G24807
K01658	AT1G25155
K01658	Asb1
K01658	AT1G24909
K01653	AT2G31810
K01652	Csr1
K01655	-
K01657	Asa2
K01657	Asa1
K01657	AT3G55870
K02874	Rpl14
K02874	Hll
K02874	AT5G46160
K02875	AT4G27090
K02875	AT2G20450
K02876	Rpl15
K02877	AT4G17390
K02877	AT4G16720
K02870	AT5G60670
K02870	AT3G53430
K02870	AT2G37190
K02871	AT3G01790
K02871	emb1473
K02872	AT4G13170
K02872	AT3G07110
K02872	AT3G24830
K02872	AT5G48760
K02873	BBC1
K02873	AT3G48960
K02873	AT5G23900
K02878	Rpl16
K02879	AT5G09770
K02879	AT5G64650
K02879	AT3G54210
K14078	-
K14075	-
K14074	-
K14073	-
K06027	Nsf
K06026	-
K03474	-
K03473	-
K03471	-
hsa_Q9BYX7	-
K02306	-
K02304	-
K02308	-
K02309	-
K03657	-
K03655	AT2G01440
K03658	-
K06689	UBC8
K06689	Ubc4
K06689	Ubc12
K06689	UBC10
K06689	Ubc11
K06689	Ubc29
K06689	Ubc28
K06689	UBC30
K06689	Ubc31
K06688	Ubc19
K06688	Ubc20
K06687	-
K06685	-
K06683	-
K06682	-
K07378	-
K07379	-
K07370	-
K07372	-
K07374	TUA2
K07374	TUA3
K07374	TUA1
K07374	Tua6
K07374	TUA4
K07374	TUA5
K07375	Tub9
K07375	Tub8
K07375	Tub7
K07375	Tub6
K07375	Tub5
K07375	Tub4
K07375	Tub3
K07375	Tub2
K07375	Tub1
K07376	-
K07377	-
sce_YKL163W	-
hsa_Q9H981	-
K07888	-
K07889	-
K07882	-
K07881	-
K07886	-
K07887	-
K07884	-
K00357	-
hsa_B4E3A4	-
K00355	-
K00354	-
K05953	Nas2
K05953	Nas3
K05953	Nas1
K05953	Nas4
K05956	-
K05954	Era1
K05955	Fta
K00688	AT3G29320
K00688	Phs2
K00681	Ggt2
K00681	Ggt3
K00681	Ggt1
K00681	Ggt4
K00680	-
K00682	-
K00685	Ate1
K00685	Ate2
K09100	-
K09103	-
K09104	-
K08510	-
K08513	-
K08512	-
K08515	VAMP714
K08515	VAMP713
K08515	VAMP712
K08515	VAMP711
K05676	-
K08517	Sec22
K08516	Ykt61
K08518	-
K07676	-
K00537	-
K00535	-
K14262	-
K14260	-
K14261	-
K14264	-
K01333	-
K01334	-
K01335	-
K01338	Lon2
K02687	-
K02685	AT1G67320
K02684	PolA3
K02689	PsaA
K00825	-
K00824	-
K00827	PYD4
K00827	Agt2
K00827	Agt3
K00826	AT1G50110
K00826	AT1G50090
K00826	BcaT4
K00826	BcaT3
K00826	AT5G57850
K00826	AtbCat-5
K00821	-
K00820	AT3G24090
K00823	-
K01488	AT4G04880
K01489	Cda1
K04307	-
K01485	-
K01487	-
K01480	-
K01483	-
K14486	NPH4
K14486	MP
K14486	ETT
K14487	DFL2
K14487	DFL1
K14487	BRU6
K14487	WES1
K14487	GH3.3
K14487	GH3.1
K14487	AT1G48670
K14487	GH3.17
K14487	GH3.4
K14487	PBS3
K14487	AT5G13350
K14487	GH3.9
K14487	AT5G13360
K14487	AT5G13370
K14487	AT5G13380
K14484	IAA19
K14484	SHY2
K14484	IAA12
K14484	IAA7
K14484	IAA18
K14485	TIR1
K05309	AT5G42150
K05307	-
K05305	FKGP
K05304	-
K16688	-
K14488	AT3G12830
K14488	AT4G34810
K14488	AT3G61900
K14488	AT3G20220
K14488	AT4G31320
K14488	AT5G18030
K14488	AT5G20810
K14488	AT5G66260
K14489	HK2
K14489	HK3
K14489	WOL
K13065	Hct
K13067	Tsm1
K13069	-
K13068	Ugt84a2
K08964	-
K16683	-
K11652	-
K08967	ARD3
K08967	AtaRd1
K08967	AtaRd2
K08967	ARD4
K16686	-
K16687	-
K16684	-
K08963	AT2G05830
K13289	ScpL37
K13289	ScpL22
K13289	ScpL23
K13289	ScpL20
K13289	ScpL21
K13289	ScpL48
K13289	ScpL47
K13289	ScpL31
K13289	ScpL33
K13289	ScpL49
K13288	AT2G26970
K13280	AT3G15710
K13280	AT1G52600
K04364	-
K04497	-
K00057	-
K00052	IMD2
K00052	IMD3
K00052	IMD1
K00053	AT3G58610
K09485	-
K09486	AT4G16660
K09487	Hsp89.1
K09487	CR88
K09480	Dgd2
K09480	Dgd1
K09481	AT5G60460
K09481	AT3G60540
K09481	SEC61_BETA
K09488	-
K09489	-
K12880	TEX1
K12881	AT5G59950
K12881	AT1G66260
K12881	ALY4
K12881	AT5G02530
K12882	Abh1
K12883	Cbp20
K12884	-
K12885	AT5G04280
K12885	AT1G60650
K12885	ATRZ-1A
K12886	-
K12887	-
K12888	-
K12889	-
K08681	Pdx2
K08680	-
K08683	-
K11759	-
sce_YJL174W	-
K11755	At-Ie
K02405	-
K11757	-
K11756	-
K11751	-
K11753	-
K11752	AT4G20960
K13939	-
K13937	-
K06766	-
K06760	-
K09614	-
K11579	-
K11578	AtzW10
K11575	-
K11577	-
K06133	AT2G02770
eco_b1967	-
K14020	-
hsa_B4DTI0	-
K07418	-
K07415	-
K07414	-
K07416	-
K07411	-
K07413	-
K07412	-
K10155	-
K10625	-
K10151	-
K10158	-
K01817	Pai2
K01817	Pai3
K01817	Pai1
K01816	-
K01814	Apg10
K01812	-
K01810	Pgi1
K01810	AT5G42740
sce_YDR233C	-
K15053	AT3G62080
hsa_Q53H79	-
K09311	-
K09313	AtcAsp
K09319	-
K08300	-
K08302	-
K08303	-
K08309	-
K14675	-
K14674	SDP1
K14677	AT1G44820
K14677	AT4G38220
K14676	-
K01673	Ca2
K01673	Ca1
K01673	Bca6
K01673	Bca4
K01673	BCA5
K01673	Bca3
K01672	-
K01676	-
K01674	Aca7
K01674	AtaCa2
K01674	Aca6
K01674	Aca5
K01674	Aca4
K01674	Aca3
K01674	Aca1
K01679	Fum1
K01679	FUM2
K02898	AT5G67510
K02898	AT3G49910
K02899	RPL27
K02896	Rpl24a
K02896	AT2G44860
K02896	Stv1
K02897	AT5G66860
K02897	AT4G23620
K02894	AT1G04480
K02894	emb2171
K02894	AT2G33370
K02895	AT5G54600
K02892	Rpl23
K02893	RPL23AB
K02893	RPL23AA
K02890	Rpl22
K02891	AT3G05560
K02891	AT5G27770
K02891	AT1G02830
K14018	AT3G18860
hsa_C9JTX5	-
K14011	Pux2
K14010	-
K14012	PUX3
K14012	Pux5
K14012	PUX4
K14012	AT3G21660
K14015	Npl41
K14015	AT2G47970
K14016	UFD1
K14016	AT4G38930
K02096	-
K02097	-
K02094	-
K02095	-
K02092	-
K02093	-
K02090	-
K02091	-
K02098	-
K03413	-
K03414	-
K03417	-
K02320	Icu2
K02321	PolA2
K02324	Til1
K02324	Til2
K02325	AtdPb2
K02326	NF-YB11
K02327	EMB2780
K02328	PolD2
K16882	-
K13544	Mes16
K13545	Acd2
K17455	-
K12411	-
K12410	-
K12142	-
sce_YKR042W	-
sce_YMR215W	-
K05733	-
K03426	NUDX19
K05881	-
K03935	Nad7
sce_YHR064C	-
hsa_Q1KLZ0	-
hsa_B4DXP9	-
K11140	-
K11141	-
K11142	-
K11147	Ibr1
K05979	-
K00331	-
K00330	-
K00335	-
K00334	-
K00336	-
eco_b0953	-
K00338	-
eco_b0957	-
K10362	-
K10366	-
K10365	-
K10812	-
K09326	-
K01897	AT4G11030
K01897	LACS8
K01897	LACS1
K01897	LacS2
K01897	LACS3
K01897	LACS4
K01897	LacS6
K01897	LacS7
K01897	Aae15
K01897	LacS9
K01897	AAE16
K08539	-
K05818	-
K05813	-
K05816	-
K01893	Ns1
K01893	Ns2
K01893	SynC3
K01893	SynC1
K01892	AT3G02760
K01892	AthRs1
K01892	AT5G03406
K04427	-
K01410	-
K09835	CrtIso
K04422	-
K06821	-
K01314	-
K01315	-
K01310	-
K01312	-
K01313	-
K02669	-
K02666	-
K02660	-
K02662	-
K00809	-
K00806	-
K00805	-
K00804	-
K00803	-
K00802	-
K00801	Sqs1
K00801	Sqs2
K00800	AT1G48860
K00800	AT2G45300
K07514	-
K10436	AteB1b
K04498	Hac4
K04498	Hac5
K04498	Hac12
K04498	Hac1
K04498	Hac2
K04499	Rin1
K04368	Mek1
K04368	AtmKk2
K04369	-
K04491	-
K04360	-
K04361	-
K04366	-
K04496	-
K04365	-
K05368	-
K05361	-
K05360	-
K05362	-
K05365	-
K02407	-
K02406	-
hsa_I3L1U9	-
K13738	-
K13737	-
K13736	-
K13046	-
K13045	-
K05089	-
K03754	AT3G07300
K03209	-
K09467	-
K09464	-
K11175	-
K15362	-
K17638	-
K17630	-
K17633	-
K17634	-
K17636	-
K17637	-
K06204	-
sce_YHR143W	-
K13951	-
K13950	emb1997
K13953	-
K13954	-
K10699	-
K10698	-
K04960	-
K04961	-
K04962	-
K11885	-
K11772	-
K11771	-
K11770	-
K11778	AcpT
K11778	Lew1
K11778	AT5G58784
K11778	AT2G17570
K11778	AT5G58770
K12606	AT5G12980
K12606	AT3G20800
K12607	AT5G35430
K12604	AT1G02080
K12605	VIP2
K12605	AT1G07705
K12602	Vip3
K12603	AT3G58560
K12603	AT1G31500
K12603	AT3G58580
K12600	AT1G76630
K12601	-
spo_SPAC9G1.06c	-
K12608	POP1
K12608	AT1G03905
K12608	NAP9
K12609	-
K07433	-
K07432	AT4G16710
K11805	AtaN11
K11807	-
K11556	-
K11554	-
K11558	-
K11809	-
K11808	AT2G37690
K07127	-
K10601	AT1G65040
K10601	AT3G16090
